subjectID,Min,Max,Crossover_S,Slope_S,Crossover_C,Slope_C,Slope_avg,Crossover_avg,exitflag,R,LS,AR,N,Exclude,status,WJOC,WJSR,age,agegroup,CMu,CH,CS1,CS2,CB1,CB2,Cexitflag,CR,CLS,CAR,CN,Cstatus,UMu,UH,US1,US2,UB1,UB2,Uexitflag,UR,ULS,UAR,UN,Ustatus,SemanticMax,SemanticMax-UnrelatedMax,SemanticMax-UnrelatedAtTimeOfSemanticMax,SemanticMaxDivUnrelatedAtTimeOfSemanticMax,MaxDiffBetweenSemantic&Unrelated,TimeOfMaxSemantic,TimeOfMaxDiff,variable,MinTime,MaxTime,extentCmU3,Exclude,goacc,nogoacc,gntestacc,gntotalacc,sscongruent,ssincongruent,sstotal,acc,rt,gnrt,ssrt,globalstop,respinhib
2240,2.74E-08,0.947923809,579.7151658,0.001238538,664.0769802,0.001346305,0.001292422,621.896073,2010,0.998074807,0.000408547,0.96606969,501,,1,96.58682,96.19979,11,2,421.9277658,0.229713815,131.593347,356.8946885,1.40E-07,0.014843515,2010,0.979676313,0.000243241,0.946253298,501,1,282.8192167,0.217337782,69.62974185,268.133407,2.50E-02,0.008086176,2020,0.989814946,9.41E-05,0.93668505,501,1,0.229714,0.0382982,0.0484315,1.26716,0.0880483,421.928,712,,452,1096,644,,1,0.85,0.97,0.976923077,681.5757143,641.5688372,662.8768478,0.98958333,1377.389474,421.88325,661.5722757,0.303941942,-0.873935692
2246,5.21E-08,0.935039162,445.265052,0.001819557,515.7929447,0.002162315,0.001990936,480.5289984,2020,0.998545766,0.000298824,0.952423457,501,,1,110.5945,98.49349,11.5,2,281.9335891,0.157556244,103.180971,381.0973929,5.96E-07,0.014298973,2020,0.982541893,9.19E-05,0.921498003,501,1,307.3075847,0.127956688,109.1362517,183.6088262,2.02E-08,0.012841488,2010,0.986345553,3.58E-05,0.909037664,501,1,0.157556,0.0341982,0.0360779,1.29699,0.0682704,281.934,576,,320,1008,688,,1,0.95,0.99,0.992307692,526.4216,634.5518367,579.9406061,1,1336,411.84175,580.4867184,0.626693766,0.452343466
2250,1.91E-02,0.816539122,710.6519191,0.001205339,801.9047642,0.000877867,0.001041603,756.2783416,2020,0.998218028,0.000336461,0.954911951,501,,1,111.0827,100.376,7.3,1,480.7579565,0.089538573,164.2348508,546.5531561,1.00E-06,0.024783917,2020,0.951590595,6.84E-05,0.942942504,501,1,496.203454,0.203883813,161.3572986,229.9360666,8.73E-03,0.026847564,2010,0.991431747,6.29E-05,0.887356823,501,1,0.0895386,-0.0787803,-0.0780293,0.534342,0.0149494,480.758,1648,,712,2000,1288,,0.975,0.85,0.95,0.953846154,982.4013043,1132.153478,1057.277391,0.97916667,2229.276596,581.84575,1057.277391,-0.209668231,0.832665208
2255,2.60E-08,0.674138789,655.3205788,0.000973257,663.1231324,0.000844159,0.000908708,659.2218556,2020,0.9926912,0.000962952,0.989503893,501,,1,107.0155,88.4171,7.2,1,466.1893869,0.235866398,131.2700733,372.6213824,1.49E-02,0.082018481,2020,0.976567429,0.000188736,0.944379062,501,1,458.285916,0.157620677,133.7154342,270.2942126,7.84E-09,0.022878117,2020,0.967115001,0.000155277,0.967327453,501,1,0.235866,0.125281,0.126131,2.14942,0.128272,466.189,580,,528,2000,1472,,0.9375,0.7,0.89,0.884615385,1198.551304,1253.4225,1225.377222,0.97916667,2457.010638,529.201,1225.986902,-3.130006488,0.049624092
2260,3.97E-08,0.93983868,696.352098,0.001172621,687.7521758,0.0011351,0.001153861,692.0521369,2010,0.998688082,0.000316512,0.959897832,501,,1,101.1291,107.0155,12,2,591.3167756,0.211389187,229.8901729,101.4192059,3.91E-09,0.061406369,2020,0.962026465,0.000210531,0.965635182,501,1,394.151815,0.241039273,120.9351816,247.1024774,6.62E-09,0.012994753,2010,0.99240563,8.95E-05,0.935667897,501,1,0.211389,0.0290787,0.0640597,1.43481,0.0677504,591.317,616,,584,1068,484,,1,0.9,0.98,0.984615385,948.3869388,1047.976809,997.1444792,0.98958333,1727.189474,538.2485,998.1818736,-1.313584359,0.31392376
2269,1.77E-06,0.90565288,625.674101,0.000944437,751.6101257,0.001304831,0.001124634,688.6421133,2010,0.998148007,0.000325886,0.957133752,501,,1,90.80781,98.11508,11.7,2,684.2848647,0.242786893,251.218576,298.2393597,7.12E-09,0.031554173,2010,0.986375487,1.72E-04,0.927021774,501,1,376.2764472,0.195678128,96.98667304,317.6036871,0.019673313,0.025460761,2010,0.988014536,8.29E-05,0.931990819,501,1,0.242787,0.0426353,0.134886,2.2501,0.156843,684.285,812,,232,1352,1120,,1,0.75,0.95,0.961538462,745.6914583,737.3789583,741.5352083,1,1718.3125,483.371875,741.5352083,-0.995924819,-0.862795846
2281,3.17E-07,0.873698853,499.3761047,0.001853149,614.7459446,0.001348411,0.00160078,557.0610246,2010,0.997820545,0.000510492,0.978626201,501,,1,89.88265,78.92393,11.2,2,271.9779411,0.208925323,49.49565966,616.4729039,4.85E-02,0.002938217,2010,0.982111424,0.000173791,0.936482246,501,1,318.6775321,0.172323379,69.22137805,175.3181488,1.80E-04,0.012554775,2020,0.983218991,7.57E-05,0.937300162,501,1,0.208925,0.126746,0.13547,2.84424,0.144271,271.978,252,,460,644,184,,0.9875,0.75,0.94,0.946153846,815.04875,861.5893333,837.5683871,1,1670.208333,465.612,838.3190417,0.244793256,0.161671499
2283,2.66E-08,0.745773057,553.0418413,0.001213815,694.5452411,0.001208857,0.001211336,623.7935412,2020,0.996255766,0.000542047,0.968723793,501,,1,83.10413,83.10413,11.1,2,485.3816765,0.175993881,142.3292939,205.7799822,6.27E-09,0.042400426,2020,0.972788675,0.000126135,0.941650833,501,1,360.7546109,0.202750295,103.8616534,214.215525,4.17E-09,0.023310344,2010,0.98250132,0.000122433,0.954618634,501,1,0.175994,-0.00044578,0.0155911,1.0972,0.0276065,485.382,2000,,632,1384,752,,1,0.75,0.95,0.961538462,492.1816667,555.7206122,524.2786598,1,1481.736111,376.027,523.9511395,-1.748410334,-0.899052541
2295,1.66E-08,0.864116773,643.9926519,0.001374203,638.1154262,0.001334908,0.001354555,641.054039,2020,0.996806358,0.000726804,0.978895138,501,,1,124.6728,111.0827,12.9,2,274.2978034,0.169133871,44.52554754,999.9999517,1.68E-02,0.015978308,2010,0.916351555,0.000421202,0.971143925,501,1,430.6146434,0.158176095,108.9938595,202.0002451,6.00E-03,0.01096865,2010,0.993314391,2.94E-05,0.830198487,501,1,0.169134,0.060957,0.114034,3.06958,0.117659,274.298,268,,644,1000,356,,1,0.8,0.96,0.969230769,591.9331915,660.8345455,625.2481319,1,1494.013699,384.8555,626.3838685,-0.741504304,-0.258740944
2304,1.24E-07,0.656919809,511.8420357,0.00146742,537.4375494,0.001228435,0.001347927,524.6397926,2020,0.992801226,0.000869531,0.984498349,501,,1,65.10478,78.92393,11.8,2,507.9740355,0.209655893,163.0715683,368.7519982,1.14E-03,0.018283914,2020,0.959202844,0.000411255,0.97305468,501,1,355.7150968,0.121467288,99.62857493,143.4039449,0.000462961,0.049536034,2011,0.960026803,5.41E-05,0.916263979,501,1,0.209656,0.11211,0.135012,2.80875,0.16163,507.974,632,,456,692,236,,0.975,0.65,0.91,0.915384615,721.9189796,1175.463556,939.041383,1,2061.8125,392.931375,948.6912676,-2.783260406,2.876060465
2305,3.08E-08,0.842682034,624.8396152,0.001210611,750.3163973,0.001004827,0.001107719,687.5780062,2010,0.997863959,0.000415301,0.957069553,501,,1,95.81021,95.0222,11.28,2,458.3955363,0.174340783,150.8085846,229.5364804,3.11E-07,0.058280467,2020,0.95948171,0.000170906,0.959270752,501,1,386.9958842,0.140167049,94.34463074,299.7240048,0.008192144,0.035341933,2020,0.969075382,9.16E-05,0.931984696,501,1,0.174341,0.0643599,0.0646804,1.58982,0.0647122,458.396,468,,544,1288,744,,1,0.85,0.97,0.976923077,712.2208163,695.0984,703.5731313,0.96875,1554.397849,498.59825,703.6596082,0.152376764,-0.618654404
2308,4.89E-09,0.790176091,645.5486546,0.001171313,726.2331277,0.001040109,0.001105711,685.8908912,2010,0.995124024,0.000917423,0.986719252,501,,1,102.6456,86.26952,7.2,1,415.5233355,0.13650969,96.65236164,700.0908786,1.23E-07,0.022743286,2020,0.935602202,0.000261529,0.954619191,501,1,330.5992927,0.235402708,50.61709296,239.3310826,1.35E-02,0.038647459,2010,0.990353463,7.65E-05,0.920158339,501,1,0.13651,-0.018404,-0.010992,0.925479,0.0340003,415.523,1196,,660,1236,576,,0.9875,0.95,0.98,0.984615385,918.8559184,962.4206522,939.9504211,1,2177.6875,559.0535,940.6382853,1.288372543,0.470743018
2309,2.36E-08,0.891013871,516.9260803,0.001443556,642.4777853,0.001740776,0.001592166,579.7019328,2010,0.997818368,0.00045589,0.969650064,501,,1,98.11508,89.40546,7.2,1,673.4470854,0.148598781,232.7863748,411.6835036,5.04E-07,0.043915919,2010,0.958412548,0.000170348,0.946830156,501,1,255.2275519,0.241304479,72.96976015,265.9709869,6.53E-09,0.013412922,2020,0.994320106,6.35E-05,0.923722457,501,1,0.148599,-0.0414509,0.0647124,1.77143,0.104272,673.447,924,,244,1084,840,,1,1,1,1,576.7558,641.1548,608.9553,1,1665.71875,585.630625,608.9553,1.994690273,0.787082945
2310,1.66E-08,0.819404939,679.2368629,0.001042825,705.436336,0.000947966,0.000995395,692.3365995,2010,0.996206175,0.000792492,0.984078685,501,,1,114.9169,106.5987,12.8,2,279.4991559,0.183649878,77.30359252,430.683964,1.96E-03,0.021243474,2010,0.971353674,0.000202549,0.952357987,501,1,369.7827157,0.171616497,71.80887698,343.2262891,9.46E-03,0.017551219,2010,0.990852137,5.24E-05,0.906319236,501,1,0.18365,0.0389995,0.147788,5.12102,0.153036,279.499,264,,564,1788,1224,,0.9875,0.65,0.92,0.923076923,814.1743478,949.9935135,874.720241,1,2335.40625,462.621,882.0839307,-2.068873537,-0.257860714
2311,1.45E-07,0.942726721,696.3170038,0.001002894,706.7973788,0.001218274,0.001110584,701.5571913,2020,0.996035576,0.000857238,0.984788155,501,,1,111.5829,103.4132,12,2,611.7692783,0.173387372,195.9052463,155.8616681,2.17E-05,0.055745118,2010,0.964493278,0.000142764,0.935786037,501,1,385.285023,0.213289663,131.6092328,320.2193442,8.01E-09,0.019078697,2020,0.991211392,8.30E-05,0.928878954,501,1,0.173387,0.0100642,0.0350912,1.25374,0.0468676,611.769,2000,,624,892,268,,1,0.95,0.99,0.992307692,859.091,1013.4348,936.2629,0.98958333,2522.694737,537.11825,936.2629,0.282295734,1.468939874
2312,1.10E-08,0.746098744,432.3582464,0.001502134,581.6998555,0.001720424,0.001611279,507.029051,2010,0.99504951,0.000643982,0.977356938,501,,1,95.41779,112.0963,11.6,2,284.4940773,0.258402329,74.35375876,499.4657214,6.75E-08,0.02302563,2020,0.977142442,0.000344597,0.962052093,501,1,262.8408094,0.175758052,73.29146345,213.9809003,1.29E-07,0.05383171,2020,0.963129096,0.000128623,0.949772783,501,1,0.258402,0.0732856,0.0739813,1.40115,0.13556,284.494,692,,232,1048,816,,1,1,1,1,616.6896,750.864898,683.099596,1,1514,458.834375,683.777249,1.189718161,1.221358275
2313,1.84E-08,0.906633618,633.9346009,0.001241764,756.9077738,0.001484174,0.001362969,695.4211873,2010,0.997102094,0.000730973,0.983420541,501,,1,85.68752,88.4171,12.9,2,289.168293,0.193444741,60.72859323,371.4500613,8.49E-03,0.054961712,2010,0.931130643,4.11E-04,0.976064944,501,1,442.0730795,0.160906515,110.4012242,205.7254085,1.32E-03,0.020833082,2020,0.991034754,3.77E-05,0.885966964,501,1,0.193445,0.0147802,0.123127,2.75102,0.130406,289.168,276,,620,892,272,,0.975,0.9,0.96,0.961538462,849.3008163,1069.938333,958.482268,1,1671.052083,681.66825,959.6195748,0.310792263,1.454556321
2314,2.61E-08,0.887574092,595.2758279,0.001101018,726.9765899,0.001011836,0.001056427,661.1262089,2020,0.998544586,0.000303406,0.951501236,501,,1,114.3125,83.10413,7.4,1,700.4854201,0.188314765,205.3037606,209.2404406,4.87E-09,0.013354838,2010,0.992314446,5.82E-05,0.905042707,501,1,293.3087681,0.215692152,74.8440069,310.5793921,1.49E-08,0.027759435,2010,0.985958249,0.000119645,0.951660081,501,1,0.188315,0.0465347,0.105299,2.26843,0.109403,700.485,744,,748,972,224,,0.975,0.75,0.93,0.946153846,612.7440816,629.2265116,620.4478261,1,1873.65625,489.744,620.9852966,-1.071287921,-0.153033283
2315,1.00E-08,0.760869949,441.0769455,0.001346929,574.6624421,0.001794146,0.001570537,507.8696938,2010,0.995808649,0.000587151,0.980891428,501,,1,95.0222,73.73971,8,1,285.2425202,0.20700097,73.61066625,535.3873037,6.00E-03,0.006058094,2020,0.986134871,0.000142482,0.936239133,501,1,230.7091203,0.123994602,61.51495488,421.8080218,5.69E-04,0.015707328,2020,0.959254355,1.29E-04,0.965045514,501,1,0.207001,0.0773668,0.0792919,1.62088,0.11681,285.243,636,,356,1636,1280,,0.9875,0.8,0.95,0.961538462,1170.694565,866.0923913,1018.393478,1,1711.760417,470.28275,1018.393478,-0.27714183,-3.260322257
2316,3.14E-07,0.945789916,648.2645898,0.001398359,684.7980482,0.001181994,0.001290177,666.531319,2010,0.996392587,0.000968283,0.983957764,501,,1,91.25738,78.92393,7.1,1,335.0063835,0.182950716,112.1883736,151.067038,3.36E-08,0.058551414,2010,0.946033856,0.000190719,0.957144858,501,1,407.99518,0.214576655,91.73445582,209.8845368,2.43E-03,0.010885172,2020,0.994043582,4.93E-05,0.908468505,501,1,0.182951,0.0153865,0.0770525,1.72761,0.109595,335.006,276,,612,900,288,,0.975,0.7,0.92,0.923076923,1136.401667,1271.886571,1193.533855,0.97916667,2533.287234,513.723,1204.144119,-1.510675275,0.430299239
2318,2.11E-07,0.922662967,620.6802396,0.001456777,703.5893946,0.001463502,0.001460139,662.1348171,2010,0.998561285,0.000337881,0.959516499,501,,1,93.81305,101.8849,7.1,1,681.9472789,0.251294053,257.2662218,210.3164066,1.03E-08,0.019045228,2020,0.977703377,0.000317779,0.958868967,501,1,438.6015008,0.228472314,121.4981946,186.4354178,3.51E-02,0.023256184,2010,0.988083985,1.01E-04,0.943407676,501,1,0.251294,0.0395404,0.131483,2.09742,0.145512,681.947,752,,608,868,260,,0.975,0.9,0.96,0.969230769,1104.9028,988.1795918,1047.130707,1,1855.5,571.672875,1046.541196,0.917832986,-1.417009269
2319,1.08E-09,0.819926467,638.6636785,0.00101858,708.80003,0.001190645,0.001104613,673.7318542,2020,0.993939265,0.001086713,0.983925243,501,,1,105.7798,101.5065,12,2,419.8652142,0.215791169,122.5082435,373.2862072,2.13E-02,0.012116751,2020,0.987194217,0.000131729,0.9143016,501,1,345.0351959,0.237939207,99.23457224,292.4871077,6.81E-08,0.037928892,2010,0.991568474,8.25E-05,0.912047803,501,1,0.215791,0.0592549,0.0608688,1.3929,0.064894,419.865,552,,772,1168,396,,NA,NA,NA,NA,NA,NA,NA,1,3823.708333,NA,NA,,
2320,1.27E-08,0.532627021,636.7687258,0.0007521,685.8297089,0.000893703,0.000822902,661.2992173,2010,0.997644842,0.00020443,0.966080001,501,,1,113.7305,106.5987,8.6,1,508.6721083,0.186395603,204.592471,725.3472393,4.14E-09,0.018203723,2010,0.951690211,3.19E-04,0.968495169,501,1,513.4258927,0.093076918,166.0077115,160.3878338,1.39E-03,0.028092636,2020,0.97655831,2.47E-05,0.891499193,501,1,0.186396,0.0470454,0.0545055,1.41327,0.12526,508.672,968,,252,900,648,,1,0.95,0.99,0.984615385,790.54875,852.44,821.1686316,1,2602.4375,547.884375,821.494375,1.0694857,0.615822274
2321,9.02E-08,0.917570043,535.3805227,0.002223547,560.1524663,0.002003474,0.002113511,547.7664945,2010,0.997763644,0.000642604,0.979850487,501,,1,104.9778,92.56225,12.6,2,405.4962549,0.172498541,111.5025752,366.2728677,9.37E-09,0.032149795,2010,0.988061704,6.67E-05,0.916699801,501,1,363.2484615,0.163726776,104.1457885,361.7796149,1.16E-02,0.014242242,2010,0.989872339,5.59E-05,0.914639103,501,1,0.172499,0.00877177,0.00991105,1.06096,0.0246628,405.496,868,,396,700,304,,1,0.9,0.98,0.984615385,785.5902083,768.3923077,777.8808046,1,1676.145833,577.55175,776.991258,0.841825078,-0.522380628
2327,5.35E-08,0.949061283,686.473058,0.001207929,748.4303972,0.001156747,0.001182338,717.4517276,2020,0.997677066,0.000640069,0.981472451,501,,1,95.41779,94.62312,11.1,2,590.5681803,0.15853094,241.985697,401.6642269,4.49E-03,0.004447782,2010,0.981326936,0.000113436,0.931192512,501,1,373.6626744,0.218570124,97.27185638,299.580556,0.01101127,0.011303206,2020,0.994062447,5.86E-05,0.903371978,501,1,0.158531,0.00881764,0.0535501,1.51009,0.0776566,590.568,792,,812,1144,332,,1,0.75,0.95,0.953846154,854.5228889,1321.353529,1055.437342,0.98958333,1609,567.804375,1087.938209,-1.318091108,2.725302099
2329,4.30E-08,0.861118286,533.5321327,0.001515373,636.3407208,0.001307032,0.001411203,584.9364268,2010,0.99809699,0.000399037,0.952270286,501,,1,92.134,90.80781,8.5,1,308.3074987,0.182338032,63.63725145,353.2673837,5.89E-08,0.031393782,2020,0.983918169,9.70E-05,0.915042888,501,1,270.390323,0.162511933,46.68900131,261.3645381,0.005389352,0.021776084,2010,0.976715478,9.85E-05,0.962061919,501,1,0.182338,0.0536909,0.102994,2.29808,0.10622,308.307,296,,476,1084,608,,0.9875,0.95,0.98,0.984615385,537.9374,621.2028,579.5701,1,1427.5625,526.033125,579.5701,0.889221851,-0.075089516
2330,2.17E-08,0.814662757,640.80387,0.001168977,782.046704,0.000860776,0.001014876,711.425287,2020,0.994959167,0.000917078,0.982888746,501,,1,100.376,95.0222,7.6,1,764.7375822,0.203347559,346.786065,128.9287218,6.82E-10,0.068249706,2020,0.940282584,0.000353207,0.962589798,501,1,445.1600497,0.215208924,104.7510139,230.1027478,6.28E-08,0.031841399,2010,0.99290076,5.44E-05,0.900168479,501,1,0.203348,0.0524614,0.10596,2.08802,0.108283,764.738,788,,664,912,248,,0.9875,0.9,0.97,0.976923077,940.7682,857.2963265,899.4538384,0.96875,3368.311828,595.20025,899.0322633,0.740197841,-1.266975887
2331,3.99E-08,0.880619378,630.5595961,0.001336213,682.0369303,0.00118276,0.001259486,656.2982632,2020,0.998484869,0.000339194,0.956736715,501,,1,88.4171,85.08313,12.4,2,497.6992834,0.234081131,165.5069285,339.2397041,8.77E-09,0.04937942,2020,0.978839092,0.000214033,0.935350219,501,1,359.818096,0.212688232,100.4168218,221.6634512,0.016460884,0.023973161,2020,0.990786135,6.82E-05,0.902322648,501,1,0.234081,0.0573259,0.0979677,1.71975,0.145952,497.699,692,,532,1044,512,,1,0.65,0.93,0.930769231,860.0793878,943.7497917,901.483299,0.98958333,2041.252632,478.583625,901.9145897,-1.535999485,0.297535684
2332,1.74E-08,0.825417769,607.558969,0.001014342,629.6740097,0.000924391,0.000969366,618.6164893,2010,0.996745806,0.00053149,0.975968279,501,,1,85.08313,95.0222,8.5,1,367.6318241,0.223482407,87.73728189,339.0959863,1.01E-02,0.061248393,2010,0.972926985,0.000206151,0.951408418,501,1,312.9074675,0.162598866,78.09091873,374.6085887,0.019135855,0.029136329,2020,0.984563918,6.92E-05,0.910251247,501,1,0.223482,0.126517,0.126747,2.31024,0.126764,367.632,372,,300,2000,1700,,0.95,0.7,0.9,0.907692308,1457.942449,1671.743404,1562.615833,1,2167.302083,597.608375,1564.842927,-2.688645097,0.763682948
2333,1.56E-07,0.780658867,567.1089819,0.001732301,693.0091542,0.000800948,0.001266625,630.0590681,2020,0.997720033,0.000413601,0.971643315,501,,1,96.58682,107.0155,12,2,370.4943621,0.166849356,68.50607753,338.0843912,9.14E-03,0.029670801,2010,0.978133617,0.000106124,0.942892371,501,1,441.4948642,0.179582684,115.9153502,141.0282362,6.65E-08,0.029738432,2010,0.980028047,8.61E-05,0.946944291,501,1,0.166849,-0.00457379,-0.0011901,0.992918,0.0230886,370.494,2000,,656,840,184,,1,0.9,0.98,0.984615385,719.1,811.2444898,765.6472165,1,2311.083333,477.724625,765.1722449,1.314974142,1.004790685
2334,1.05E-07,0.896823566,562.8693928,0.001512034,710.3204665,0.001097867,0.00130495,636.5949296,2010,0.996824484,0.000707956,0.976801681,501,,1,103.4132,105.3769,11.5,2,294.1199,0.211401752,42.01235502,428.314734,1.26E-06,0.046299799,2020,0.950144577,0.000426707,0.971249865,501,1,293.2055446,0.203443721,44.26217599,285.6695783,0.006453,0.010343477,2010,0.986351709,0.000108099,0.943035526,501,1,0.211402,-0.0148418,-0.0117067,0.947529,0.0536239,294.12,868,,664,1012,348,,0.9875,0.9,0.97,0.976923077,965.3695833,997.5802273,980.7746739,0.98958333,1801.526316,506.302,981.4749053,0.240901309,-0.628937563
2336,6.28E-03,0.817314959,498.6879895,0.00141947,618.6447645,0.001341745,0.001380608,558.666377,2010,0.995279637,0.000745957,0.969694931,501,,1,97.35439,96.9716,7.7,1,406.3713844,0.217750456,205.1670968,307.6727247,4.83E-09,0.069474808,2010,0.949378488,0.000317185,0.935285875,501,1,326.5684989,0.263188247,112.4956511,176.2959536,0.034415252,0.042886794,2020,0.984838745,0.000143065,0.937129118,501,1,0.21775,0.0307377,0.0462768,1.26988,0.142167,406.371,664,,496,2000,1504,,0.975,0.95,0.97,0.976923077,571.1064,675.0136,623.06,1,1709.625,434.832125,623.06,0.84865625,0.266893418
2337,3.03E-02,0.833359586,456.2326941,0.00169477,531.9232073,0.001657598,0.001676184,494.0779507,2020,0.995327832,0.000722917,0.981297052,501,,1,91.25738,86.83156,13,2,368.6640568,0.197920607,125.2270537,295.286172,3.20E-02,0.035694098,2020,0.983076454,1.07E-04,0.912879141,501,1,312.6514255,0.1728988,87.81140858,163.2493516,0.006294255,0.021566732,2020,0.984656712,6.27E-05,0.932189097,501,1,0.197921,0.00567789,0.00969012,1.05148,0.0313802,368.664,0,,372,896,524,,1,0.85,0.97,0.976923077,747.4828261,801.2446809,774.6527957,1,1387.302083,558.606,774.3637535,-0.078309131,-0.876852886
2338,2.66E-02,0.880549273,680.0029797,0.00125387,633.8008705,0.000980538,0.001117204,656.9019251,2020,0.996514316,0.000723467,0.97722132,501,,1,114.9169,103.8002,11.2,2,577.4630582,0.218373952,280.2118544,226.9491374,2.79E-09,0.073676198,2020,0.935217328,0.000441016,0.969122979,501,1,354.3264133,0.263303712,133.8894708,287.2416365,8.48E-06,0.009415494,2010,0.994389929,8.63E-05,0.924624821,501,1,0.218374,0.0516326,0.141723,2.84895,0.154218,577.463,656,,664,1764,1100,,1,0.6,0.92,0.938461538,1017.174468,1047.780488,1031.434091,0.98958333,2147.505263,466.75975,1032.477478,-3.585880874,-0.74289806
2339,3.92E-08,0.789009779,402.2502765,0.00151285,498.1392766,0.001269688,0.001391269,450.1947766,2010,0.989547147,0.001384173,0.98550287,501,,1,90.80781,85.68752,12.2,2,284.9060028,0.210954323,112.3421953,171.1746858,2.70E-08,0.082131931,2010,0.921656006,0.00032383,0.9633709,501,1,173.6433829,0.161236871,54.26666731,282.041245,1.23E-08,0.029296219,2020,0.954058494,0.000185861,0.959904132,501,1,0.210954,0.0866414,0.166876,4.78594,0.173321,284.906,260,,304,2000,1696,,1,0.85,0.97,0.976923077,589.2524,624.0991489,606.1369072,1,1736.552083,443.4585,606.6757745,0.31543476,-0.49531601
2342,1.88E-06,0.872066687,513.5130605,0.001834504,623.4747469,0.001419594,0.001627049,568.4939037,2020,0.996807629,0.000654657,0.981937169,501,,1,115.5465,84.4535,12.1,2,679.3165211,0.150980115,287.1540812,156.4983054,5.54E-09,0.031891601,2020,0.970847645,1.13E-04,0.938311982,501,1,398.6757715,0.112415965,86.5444074,153.6845395,0.011275773,0.022314757,2010,0.969511824,4.50E-05,0.920822587,501,1,0.15098,0.0537867,0.0656026,1.76838,0.0666253,679.317,700,,576,860,284,,0.9375,0.9,0.93,0.930769231,650.2294,729.9064583,689.254898,1,1398.78125,456.2945,690.0679292,1.157933043,0.549170916
2343,3.49E-08,0.879524314,677.5828983,0.001180818,694.3051154,0.001084075,0.001132446,685.9440069,2010,0.998068473,0.000419834,0.966160328,501,,1,109,102,11.4,2,515.1765899,0.219100609,154.7577338,305.6952286,3.23E-03,0.058593531,2020,0.963109944,0.000293717,0.963692281,501,1,431.3833651,0.175154095,123.2783937,276.1571945,0.017630233,0.024556476,2010,0.976295123,0.000128843,0.954437127,501,1,0.219101,0.0508084,0.0803011,1.57854,0.110719,515.177,732,,500,1372,872,,1,0.9,0.98,0.984615385,834.8958,1178.2336,1006.5647,1,1852.28125,580.837,1006.5647,0.556429183,2.347257968
2344,8.04E-08,0.89543086,509.1448474,0.001338928,569.41999,0.001253084,0.001296006,539.2824187,2010,0.995434798,0.000900591,0.982537538,501,,1,112.0963,92.134,11.6,2,337.5471752,0.199013742,81.83967911,377.5851243,1.48E-03,0.011633145,2010,0.990223555,8.57E-05,0.893502489,501,1,315.1550437,0.174188724,60.08918986,251.0107802,0.004887754,0.017697146,2020,0.990257633,4.96E-05,0.899737498,501,1,0.199014,0.128204,0.193884,38.7926,0.194051,337.547,336,,568,856,288,,0.9875,0.95,0.98,0.984615385,909.8418,782.8595833,847.6464286,1,1441.791667,552.181375,846.3506917,1.816762306,-1.034362989
2346,1.70E-08,0.950360196,708.6085815,0.002019942,784.2940843,0.00181062,0.001915281,746.4513329,2020,0.997747579,0.000787913,0.980453641,501,,1,95.41779,98.87095,11.1,2,775.5489773,0.137250018,161.9252185,190.7860866,1.55E-07,0.015579976,2010,0.983811176,5.94E-05,0.903212176,501,1,601.5049132,0.056126837,131.3028523,275.7433824,0.002190461,0.007409155,2020,0.967826996,1.98E-05,0.91345145,501,1,0.13725,-0.00564276,0.0219796,1.19068,0.0262341,775.549,828,,704,904,200,,0.9875,0.95,0.98,0.984615385,739.5608,833.0263265,785.8215152,1,1665.635417,616.3665,786.2935633,1.400263045,0.523912698
